일시,지점명,평균습도(%rh),최저습도(%rh)
20191004,수원,87.8,69.0
20191005,수원,82.4,68.0
20191006,수원,68.5,56.0
20191007,수원,96.6,73.0
20191008,수원,70.8,36.0
20191009,수원,71.9,34.0
20191010,수원,79.9,52.0
20191011,수원,74.8,48.0
20191012,수원,64.3,48.0
20191013,수원,71.3,51.0
20191014,수원,73.0,44.0
20191015,수원,76.3,51.0
20191016,수원,79.6,51.0
20191017,수원,79.9,45.0
20191018,수원,75.4,59.0
20191019,수원,85.3,57.0
20191020,수원,88.5,53.0
20191021,수원,81.5,40.0
20191022,수원,78.1,46.0
20191023,수원,73.1,55.0
20191024,수원,62.6,44.0
20191025,수원,71.8,50.0
20191026,수원,75.5,55.0
20191027,수원,76.8,48.0
20191028,수원,79.6,52.0
20191029,수원,75.4,44.0
20191030,수원,78.9,55.0
20191031,수원,86.1,64.0
20191101,수원,75.8,34.0
20191102,수원,82.3,61.0
20191103,수원,76.8,52.0
20191104,수원,76.1,47.0
20191105,수원,85.4,62.0
20191106,수원,81.3,46.0
20191107,수원,62.0,35.0
20191108,수원,55.3,26.0
20191109,수원,68.1,32.0
20191110,수원,75.4,45.0
20191111,수원,85.4,56.0
20191112,수원,82.1,48.0
20191113,수원,86.6,51.0
20191114,수원,48.3,36.0
20191115,수원,88.9,55.0
20191116,수원,90.8,25.0
20191117,수원,94.0,70.0
20191118,수원,72.3,46.0
20191119,수원,63.4,47.0
20191120,수원,59.4,24.0
20191121,수원,56.0,35.0
20191122,수원,54.4,32.0
20191123,수원,72.5,49.0
20191124,수원,88.5,64.0
20191125,수원,75.5,61.0
20191126,수원,81.4,58.0
20191127,수원,63.3,42.0
20191128,수원,69.6,53.0
20191129,수원,57.8,26.0
20191130,수원,62.6,32.0
20191201,수원,86.9,66.0
20191202,수원,64.3,36.0
20191203,수원,93.8,64.0
20191204,수원,77.0,50.0
20191205,수원,53.6,30.0
20191206,수원,59.4,35.0
20191207,수원,76.3,63.0
20191208,수원,83.8,49.0
20191209,수원,73.9,59.0
20191210,수원,92.6,78.0
20191211,수원,77.4,57.0
20191212,수원,60.8,36.0
20191213,수원,69.8,47.0
20191214,수원,74.0,47.0
20191215,수원,73.1,50.0
20191216,수원,76.5,55.0
20191217,수원,91.3,69.0
20191218,수원,77.9,61.0
20191219,수원,60.0,36.0
20191220,수원,67.3,35.0
20191221,수원,84.5,64.0
20191222,수원,77.9,55.0
20191223,수원,91.1,77.0
20191224,수원,86.6,51.0
20191225,수원,79.6,46.0
20191226,수원,84.5,73.0
20191227,수원,64.6,42.0
20191228,수원,69.0,51.0
20191229,수원,76.1,51.0
20191230,수원,83.9,47.0
20191231,수원,60.1,39.0
20200101,수원,79.3,62.0
20200102,수원,83.3,75.0
20200103,수원,80.5,50.0
20200104,수원,76.1,43.0
20200105,수원,72.4,41.0
20200106,수원,80.8,59.0
20200107,수원,100.0,100.0
20200108,수원,94.9,80.0
20200109,수원,81.8,60.0
20200110,수원,85.4,57.0
20200111,수원,84.6,60.0
20200112,수원,77.8,61.0
20200113,수원,73.0,50.0
20200114,수원,71.6,44.0
20200115,수원,72.0,30.0
20200116,수원,73.0,34.0
20200117,수원,74.1,42.0
20200118,수원,72.8,38.0
20200119,수원,81.0,67.0
20200120,수원,68.5,34.0
20200121,수원,61.4,35.0
20200122,수원,72.4,44.0
20200123,수원,71.6,45.0
20200124,수원,85.0,56.0
20200125,수원,90.8,70.0
20200126,수원,74.3,43.0
20200127,수원,71.5,55.0
20200128,수원,70.4,53.0
20200129,수원,68.0,48.0
20200130,수원,71.6,48.0
20200131,수원,89.5,67.0
20200201,수원,91.3,64.0
20200202,수원,79.8,44.0
20200203,수원,70.8,46.0
20200204,수원,82.0,51.0
20200205,수원,58.9,37.0
20200206,수원,63.6,35.0
20200207,수원,72.8,45.0
20200208,수원,67.6,43.0
20200209,수원,76.1,39.0
20200210,수원,72.5,39.0
20200211,수원,64.0,30.0
20200212,수원,90.4,54.0
20200213,수원,98.9,92.0
20200214,수원,93.8,74.0
20200215,수원,85.1,60.0
20200216,수원,97.8,79.0
20200217,수원,84.3,71.0
20200218,수원,68.9,47.0
20200219,수원,80.0,55.0
20200220,수원,85.6,52.0
20200221,수원,88.5,58.0
20200222,수원,82.8,56.0
20200223,수원,76.5,45.0
20200224,수원,70.6,46.0
20200225,수원,92.8,76.0
20200226,수원,87.5,61.0
20200227,수원,80.4,49.0
20200228,수원,95.0,79.0
20200229,수원,91.8,66.0
20200301,수원,95.1,81.0
20200302,수원,76.5,56.0
20200303,수원,83.3,63.0
20200304,수원,76.8,55.0
20200305,수원,71.4,49.0
20200306,수원,69.6,34.0
20200307,수원,73.1,42.0
20200308,수원,73.6,34.0
20200309,수원,72.4,43.0
20200310,수원,92.1,67.0
20200311,수원,67.5,43.0
20200312,수원,68.6,34.0
20200313,수원,61.6,30.0
20200314,수원,73.0,47.0
20200315,수원,68.3,33.0
20200316,수원,69.6,37.0
20200317,수원,83.9,65.0
20200318,수원,63.5,32.0
20200319,수원,71.5,47.0
20200320,수원,60.6,34.0
20200321,수원,75.5,56.0
20200322,수원,61.9,29.0
20200323,수원,68.6,45.0
20200324,수원,67.8,37.0
20200325,수원,64.0,32.0
20200326,수원,79.9,49.0
20200327,수원,77.5,44.0
20200328,수원,40.0,25.0
20200329,수원,62.6,35.0
20200330,수원,68.8,34.0
20200331,수원,69.0,32.0
20200401,수원,58.4,40.0
20200402,수원,68.8,31.0
20200403,수원,74.4,35.0
20200404,수원,54.9,26.0
20200405,수원,52.0,29.0
20200406,수원,71.4,37.0
20200407,수원,78.4,55.0
20200408,수원,54.9,25.0
20200409,수원,67.8,39.0
20200410,수원,75.0,41.0
20200411,수원,81.9,55.0
20200412,수원,70.1,52.0
20200413,수원,59.1,27.0
20200414,수원,61.5,30.0
20200415,수원,61.0,33.0
20200416,수원,63.5,32.0
20200417,수원,90.8,60.0
20200418,수원,82.6,56.0
20200419,수원,90.1,62.0
20200420,수원,89.0,72.0
20200421,수원,63.6,41.0
20200422,수원,59.1,45.0
20200423,수원,64.3,38.0
20200424,수원,68.9,36.0
20200425,수원,70.4,51.0
20200426,수원,66.0,31.0
20200427,수원,69.9,33.0
20200428,수원,68.9,35.0
20200429,수원,65.0,41.0
20200430,수원,78.3,54.0
20200501,수원,88.3,62.0
20200502,수원,91.1,71.0
20200503,수원,85.8,64.0
20200504,수원,81.5,53.0
20200505,수원,90.5,69.0
20200506,수원,69.8,32.0
20200507,수원,41.8,28.0
20200508,수원,47.4,23.0
20200509,수원,99.9,92.0
20200510,수원,97.9,89.0
20200511,수원,76.5,33.0
20200512,수원,84.1,61.0
20200513,수원,59.8,29.0
20200514,수원,45.8,29.0
20200515,수원,92.8,46.0
20200516,수원,96.9,87.0
20200517,수원,87.9,64.0
20200518,수원,89.0,58.0
20200519,수원,82.9,59.0
20200520,수원,72.3,52.0
20200521,수원,67.4,49.0
20200522,수원,81.6,63.0
20200523,수원,77.5,50.0
20200524,수원,93.1,81.0
20200525,수원,92.8,71.0
20200526,수원,85.1,55.0
20200527,수원,77.0,34.0
20200528,수원,73.9,41.0
20200529,수원,74.1,39.0
20200530,수원,64.8,29.0
20200531,수원,71.8,42.0
20200601,수원,74.3,40.0
20200602,수원,76.0,45.0
20200603,수원,82.1,44.0
20200604,수원,86.5,61.0
20200605,수원,82.1,53.0
20200606,수원,72.0,45.0
20200607,수원,81.6,50.0
20200608,수원,71.3,43.0
20200609,수원,59.0,37.0
20200610,수원,69.1,43.0
20200611,수원,78.3,54.0
20200612,수원,83.0,56.0
20200613,수원,74.0,43.0
20200614,수원,80.5,40.0
20200615,수원,69.5,35.0
20200616,수원,70.6,50.0
20200617,수원,74.0,44.0
20200618,수원,75.9,53.0
20200619,수원,72.3,50.0
20200620,수원,75.5,59.0
20200621,수원,73.8,45.0
20200622,수원,66.0,44.0
20200623,수원,65.0,50.0
20200624,수원,85.1,56.0
20200625,수원,94.3,82.0
20200626,수원,85.8,69.0
20200627,수원,77.3,56.0
20200628,수원,82.0,57.0
20200629,수원,84.3,66.0
20200630,수원,89.1,67.0
20200701,수원,86.6,69.0
20200702,수원,80.0,55.0
20200703,수원,73.5,43.0
20200704,수원,79.3,49.0
20200705,수원,78.9,59.0
20200706,수원,76.5,53.0
20200707,수원,83.4,64.0
20200708,수원,84.9,58.0
20200709,수원,71.0,39.0
20200710,수원,73.4,63.0
20200711,수원,67.1,51.0
20200712,수원,79.9,66.0
20200713,수원,96.6,91.0
20200714,수원,80.5,67.0
20200715,수원,76.0,53.0
20200716,수원,78.6,57.0
20200717,수원,83.8,67.0
20200718,수원,78.0,61.0
20200719,수원,83.3,67.0
20200720,수원,90.8,79.0
20200721,수원,82.0,58.0
20200722,수원,96.5,89.0
20200723,수원,96.9,88.0
20200724,수원,74.0,66.0
20200725,수원,70.1,58.0
20200726,수원,77.8,62.0
20200727,수원,91.0,80.0
20200728,수원,91.3,83.0
20200729,수원,97.9,83.0
20200730,수원,94.0,78.0
20200731,수원,92.3,74.0
20200801,수원,91.4,77.0
20200802,수원,97.6,89.0
20200803,수원,97.0,88.0
20200804,수원,89.8,77.0
20200805,수원,92.6,83.0
20200806,수원,95.5,85.0
20200807,수원,90.8,75.0
20200808,수원,96.0,87.0
20200809,수원,96.0,84.0
20200810,수원,93.0,75.0
20200811,수원,95.0,77.0
20200812,수원,91.1,73.0
20200813,수원,87.1,71.0
20200814,수원,88.9,81.0
20200815,수원,95.6,86.0
20200816,수원,86.6,71.0
20200817,수원,83.4,60.0
20200818,수원,84.4,55.0
20200819,수원,84.6,61.0
20200820,수원,81.5,56.0
20200821,수원,83.8,68.0
20200822,수원,91.6,75.0
20200823,수원,83.1,59.0
20200824,수원,78.3,60.0
20200825,수원,75.1,52.0
20200826,수원,70.6,57.0
20200827,수원,84.3,71.0
20200828,수원,90.9,77.0
20200829,수원,95.9,86.0
20200830,수원,91.4,77.0
20200831,수원,77.6,66.0
20200901,수원,79.1,65.0
20200902,수원,96.9,90.0
20200903,수원,84.6,64.0
20200904,수원,75.0,48.0
20200905,수원,72.3,55.0
20200906,수원,82.9,67.0
20200907,수원,95.4,79.0
20200908,수원,78.1,54.0
20200909,수원,92.3,72.0
20200910,수원,86.1,57.0
20200911,수원,81.4,61.0
20200912,수원,90.1,80.0
20200913,수원,74.4,52.0
20200914,수원,86.5,63.0
20200915,수원,83.5,55.0
20200916,수원,89.9,70.0
20200917,수원,82.0,49.0
20200918,수원,75.4,34.0
20200919,수원,75.8,33.0
20200920,수원,71.9,34.0
20200921,수원,74.0,39.0
20200922,수원,63.0,39.0
20200923,수원,62.9,55.0
20200924,수원,61.4,51.0
20200925,수원,66.4,52.0
20200926,수원,63.1,48.0
20200927,수원,70.0,43.0
20200928,수원,76.5,43.0
20200929,수원,76.5,44.0
20200930,수원,87.8,55.0
20201001,수원,82.1,58.0
20201002,수원,84.3,60.0
20201003,수원,81.0,54.0
20201004,수원,71.0,51.0
20201005,수원,61.3,45.0
20201006,수원,65.6,32.0
20201007,수원,60.8,28.0
20201008,수원,57.6,33.0
20201009,수원,58.9,43.0
20201010,수원,66.9,45.0
20201011,수원,77.5,57.0
20201012,수원,80.3,54.0
20201013,수원,64.5,35.0
20201014,수원,56.1,26.0
20201015,수원,54.5,26.0
20201016,수원,73.1,50.0
20201017,수원,75.0,33.0
20201018,수원,78.9,45.0
20201019,수원,82.6,47.0
20201020,수원,77.6,38.0
20201021,수원,78.8,62.0
20201022,수원,71.0,41.0
20201023,수원,55.6,38.0
20201024,수원,55.9,30.0
20201025,수원,73.8,44.0
20201026,수원,79.6,48.0
20201027,수원,83.0,50.0
20201028,수원,61.1,26.0
20201029,수원,56.9,27.0
20201030,수원,60.4,26.0
20201031,수원,66.9,49.0
20201101,수원,91.5,70.0
20201102,수원,69.4,26.0
20201103,수원,52.1,37.0
20201104,수원,48.9,24.0
20201105,수원,69.0,42.0
20201106,수원,62.5,39.0
20201107,수원,74.6,37.0
20201108,수원,50.0,21.0
20201109,수원,44.6,24.0
20201110,수원,66.5,34.0
20201111,수원,73.4,34.0
20201112,수원,68.9,32.0
20201113,수원,80.1,61.0
20201114,수원,77.8,40.0
